nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
CURUG BARONG LEUWI HEJO,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.2,63,50000,https://www.google.com/maps/place/CURUG+BARONG+LEUWI+HEJO/data=!4m7!3m6!1s0x2e69b950524a78c5:0xd55206952f809881!8m2!3d-6.5927379!4d106.9550966!16s%2Fg%2F11krtyypwl!19sChIJxXhKUlC5aS4RgZiAL5UGUtU?authuser=0&hl=id&rclk=1,-6.5927379,106.9550966,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxD18pAcSvhSJJtjWnsO5SvMjxDu1EGLquhTNMjBLOhw8F_q6WeVfl31YbAYERDbEiMJ85iIAmo2l__fhkpECY2kZ1TfB0ca8cWUy9omVA91jhJBJxdLeorA0hmkRLitXSGec_wfQ=w1200-h800
Curug Hordeng,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,976,20000,https://www.google.com/maps/place/Curug+Hordeng/data=!4m7!3m6!1s0x2e69b9b2f9250581:0xf0a16b8a16441357!8m2!3d-6.606617!4d106.9640755!16s%2Fg%2F11c6036kwx!19sChIJgQUl-bK5aS4RVxNEFoprofA?authuser=0&hl=id&rclk=1,-6.606617,106.9640755,https://lh3.googleusercontent.com/p/AF1QipMRffPieHaMHPqT74kKndwVjqO7_yQbVO-oTlzz=w1200-h800
Taman Wisata Alam Gunung Pancar,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4,4064,30000,https://www.google.com/maps/place/Taman+Wisata+Alam+Gunung+Pancar/data=!4m7!3m6!1s0x2e69c7791e515175:0x3f7386a4724f7630!8m2!3d-6.5805618!4d106.9036852!16s%2Fg%2F11bw3c7jgt!19sChIJdVFRHnnHaS4RMHZPcqSGcz8?authuser=0&hl=id&rclk=1,-6.5805618,106.9036852,https://lh3.googleusercontent.com/p/AF1QipOakQDMJ2XIeC9vquurBmsOkqE5-WMxSX60x_cc=w1200-h800
Puncak Wangun,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,58,20000,https://www.google.com/maps/place/Puncak+Wangun/data=!4m7!3m6!1s0x2e69b842e8494a93:0x589779232f80bf1!8m2!3d-6.5950861!4d106.9370463!16s%2Fg%2F11g9qnk8zx!19sChIJk0pJ6EK4aS4R8Qv4MpJ3iQU?authuser=0&hl=id&rclk=1,-6.5950861,106.9370463,https://lh3.googleusercontent.com/p/AF1QipMtC5WOdJ4krI-3LrZE5uH7DcSCgtyL8RWCqEV5=w1200-h800
CURUG CIBINGBIN,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,804,150000,https://www.google.com/maps/place/CURUG+CIBINGBIN/data=!4m7!3m6!1s0x2e69b80c00158d3d:0xf32f5e2da5e74ff4!8m2!3d-6.6087925!4d106.918082!16s%2Fg%2F11c30w4bly!19sChIJPY0VAAy4aS4R9E_npS1eL_M?authuser=0&hl=id&rclk=1,-6.6087925,106.918082,https://lh3.googleusercontent.com/p/AF1QipNpSvjoQKjNjpxMnJdn-PA7ngBcySoiAlT4bbEq=w1200-h800
HUTAN PINUS ( Sentul eco edu tourism forest Office),Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,167,,https://www.google.com/maps/place/HUTAN+PINUS+%28+Sentul+eco+edu+tourism+forest+Office%29/data=!4m7!3m6!1s0x2e69b89d6fd4f48d:0x90c708fcff435acf!8m2!3d-6.5709807!4d106.9131628!16s%2Fg%2F11gbfc198_!19sChIJjfTUb524aS4Rz1pD__wIx5A?authuser=0&hl=id&rclk=1,-6.5709807,106.9131628,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7bL3jYYroTpG0z8aKcfgoHoOZwuA0TfmGxRbroEYKY7G8AoOHjWqgDGpQzX80wvwsAajeAUVHmWxj2XER--1_DzqHvWukto1v8xVaqYeHt1twRCHbWPA9aH8qEsaBbfnQBKaWZA=w1200-h800
Parkiran Leuwi Hejo-Posyandu Anggrek,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.5,245,25000,https://www.google.com/maps/place/Parkiran+Leuwi+Hejo-Posyandu+Anggrek/data=!4m7!3m6!1s0x2e69b929491f5f6b:0xc2ab1c2fcd614397!8m2!3d-6.5891879!4d106.9507415!16s%2Fg%2F11q2ntkwlw!19sChIJa18fSSm5aS4Rl0NhzS8cq8I?authuser=0&hl=id&rclk=1,-6.5891879,106.9507415,https://lh3.googleusercontent.com/p/AF1QipNzUgnezH2DhP-kWaKyDZsTiGI17WMf0wfJYR3Z=w1200-h800
Hutan Pinus Gunung Pancar Camp Outbound,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.1,1068,,https://www.google.com/maps/place/Hutan+Pinus+Gunung+Pancar+Camp+Outbound/data=!4m7!3m6!1s0x2e69c78788c45c61:0x3dca18f5623576de!8m2!3d-6.5812174!4d106.903826!16s%2Fg%2F11c3k6gv06!19sChIJYVzEiIfHaS4R3nY1YvUYyj0?authuser=0&hl=id&rclk=1,-6.5812174,106.903826,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIdtPf-MeSg0vwVTykaRyock92PDpPhO8MF9rchTesm1CmUuMZWYwlHxKvhSJDAiDU5e6QVR7-GSeiz4z1ohIPIwLNLwnhKpW9s1qwn1uZeMsRJmFXAS0C2hXtGY0oZAMtyj7r7Q=w1200-h800
Leuwi Kunten Sentul Bogor,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.3,1793,20000,https://www.google.com/maps/place/Leuwi+Kunten+Sentul+Bogor/data=!4m7!3m6!1s0x2e69b9b3ba4bab7f:0x55c0be75aa77f03d!8m2!3d-6.578766!4d106.9189104!16s%2Fg%2F11n73frrc8!19sChIJf6tLurO5aS4RPfB3qnW-wFU?authuser=0&hl=id&rclk=1,-6.578766,106.9189104,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5G_xYxhtztXTcoVFIoeItUjoRy0u_L6WisuWLePmlBWYdH-Syz7bWm3scTX7-0JVZe3MdbFBmNtGBmKOpExS89JXvtmbjLy9xinCgAs6dpxuTCOAb8SmTaDSjUAHoSHIQ_OI=w1200-h800
Taman Budaya Sentul City,Budaya,Wisata Budaya & Edukasi,Babakan Madang,Kabupaten Bogor,4.5,22781,0,https://www.google.com/maps/place/Taman+Budaya+Sentul+City/data=!4m7!3m6!1s0x2de423a153dbb7df:0xaac1aacd454d4019!8m2!3d-6.5843706!4d106.8835962!16s%2Fg%2F1hm2399fm!19sChIJ37fbU6Ej5C0RGUBNRc2qwao?authuser=0&hl=id&rclk=1,-6.5843706,106.8835962,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6mIP0f6Nwbdww-wxCNJae24FWk0pB3Pt3amCvfzOa8Uu4TkPlH1VfRD8rmpahpM-AmO7SlhTL2cvik0muPhvQI0p3WfJJh8STdh0De5Eg9J8WU0xHRRsXPZxBfxF10C9hMPnw=w1200-h800
JungleLand Adventure Theme Park,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.4,31214,155000,https://www.google.com/maps/place/JungleLand+Adventure+Theme+Park/data=!4m7!3m6!1s0x2e69c7094bce937d:0x4adbce6cd63515dd!8m2!3d-6.5722214!4d106.8947026!16s%2Fg%2F1hm50d40n!19sChIJfZPOSwnHaS4R3RU11mzO20o?authuser=0&hl=id&rclk=1,-6.5722214,106.8947026,
Taman Fathan Hambalang,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4,4861,5000,https://www.google.com/maps/place/Taman+Fathan+Hambalang/data=!4m7!3m6!1s0x2e69c17136f4205f:0x22e4edc2296f993d!8m2!3d-6.5409232!4d106.8855729!16s%2Fg%2F11j23nz5cc!19sChIJXyD0NnHBaS4RPZlvKcLt5CI?authuser=0&hl=id&rclk=1,-6.5409232,106.8855729,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQA4jixZuRJiBq6mbjrrHyRMRCgn-kryb4-wsPv8guayLpiYL6lRvcmTnmErEJUE6xz0MYHbvypTgUiIkKHqnfGHTOK2iRioV9MH3wY2VWgIat7d4cd-SPABSoOXWmycVstpXw_imSPFJU=w1200-h800
Curug Love,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.7,55,12500,https://www.google.com/maps/place/Curug+Love/data=!4m7!3m6!1s0x2e69b907127f5391:0x87ab8647fa60b670!8m2!3d-6.60815!4d106.9441085!16s%2Fg%2F11s5fptlt8!19sChIJkVN_Ege5aS4RcLZg-keGq4c?authuser=0&hl=id&rclk=1,-6.60815,106.9441085,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybJGE4HRjzmiQIT8kSbnXs3z2xc5McRXV_3lstORlKewVtVVSyokex8LRn8MQYEBfNDNjbXKhAa7mhaVmxgtnvxdbLKNGQ2e55G_XlidpHQdI6AqitPF2to4KQEiP6yApDLrOoAg=w1200-h800
"Curug Aren, Sentul Forest Club",Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,455,30000,"https://www.google.com/maps/place/Curug+Aren,+Sentul+Forest+Club/data=!4m7!3m6!1s0x2e69c703caf2518d:0x8f2b6f31e2a06f45!8m2!3d-6.6183819!4d106.9082798!16s%2Fg%2F11sbkbvnx4!19sChIJjVHyygPHaS4RRW-g4jFvK48?authuser=0&hl=id&rclk=1",-6.6183819,106.9082798,
Garuda Farm Sentul - WISATA EDUKASI ANAK TK DAN SD,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.5,146,16500,https://www.google.com/maps/place/Garuda+Farm+Sentul+-+WISATA+EDUKASI+ANAK+TK+DAN+SD/data=!4m7!3m6!1s0x2e69c7fb3e23845b:0xdcd13545ddd61e02!8m2!3d-6.6278944!4d106.9115186!16s%2Fg%2F11fy1kdnq_!19sChIJW4QjPvvHaS4RAh7W3UU10dw?authuser=0&hl=id&rclk=1,-6.6278944,106.9115186,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxb0z--NiuoZw-vi-LH7AHD3IMkyPxkTqKQRooJvHWrr5WYOZgAtcKPpK0mfkuUzi6jrwDQsOInAqCg_TLO8WzhO9kBwXwZYCaBGI3gQQ5k_PE2ed8NX-d0HiHVRwNZmmjuE69-=w1200-h800
Kedai Tepi Sungai Leuwi Goong,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,3.9,296,10000,https://www.google.com/maps/place/Kedai+Tepi+Sungai+Leuwi+Goong/data=!4m7!3m6!1s0x2e69b9bdafdd6049:0x9575eced6b51d4ff!8m2!3d-6.5786943!4d106.9185443!16s%2Fg%2F11rv3vcjcj!19sChIJSWDdr725aS4R_9RRa-3sdZU?authuser=0&hl=id&rclk=1,-6.5786943,106.9185443,
Taman Wisata Pasir Putih,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.3,5254,30000,https://www.google.com/maps/place/Taman+Wisata+Pasir+Putih/data=!4m7!3m6!1s0x2e69e9a4b53074df:0xa694f89f9e7ef1cb!8m2!3d-6.4330627!4d106.787352!16s%2Fg%2F11b6ggb1x3!19sChIJ33QwtaTpaS4Ry_F-np_4lKY?authuser=0&hl=id&rclk=1,-6.4330627,106.787352,https://lh3.googleusercontent.com/p/AF1QipO4aXItrHPL8Hn4wWQyRDO8YfdVYSy6EpOMsoK7=w1200-h800
ACB TIRTA SPLASH WATERBOOM,Rekreasi,Wisata Rekreasi,Bojonggede,Kabupaten Bogor,4.3,1223,30000,https://www.google.com/maps/place/ACB+TIRTA+SPLASH+WATERBOOM/data=!4m7!3m6!1s0x2e69c2329f95f24f:0x59c9f6271b227049!8m2!3d-6.5033027!4d106.8057835!16s%2Fg%2F11btsvdrb6!19sChIJT_KVnzLCaS4RSXAiGyf2yVk?authuser=0&hl=id&rclk=1,-6.5033027,106.8057835,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOexC335u2u2LPrbcDoG1iohwzFEU3RRAsYlptcD8c5gezn1PB4YyWE51fDTjlNFIQ32TFgQzYduPf1r_Xig_M80FuTE2UjCNdDczAKNHq76Iu1nfNlluoBQSsoB1oIv3YYUpS=w1200-h800
Kebun Raya Cibinong,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.3,1641,15000,https://www.google.com/maps/place/Kebun+Raya+Cibinong/data=!4m7!3m6!1s0x2e69c1aff61dfdff:0xa2d3c1120fdbcc40!8m2!3d-6.4867793!4d106.8564911!16s%2Fg%2F11c3ymrc1q!19sChIJ__0d9q_BaS4RQMzbDxLB06I?authuser=0&hl=id&rclk=1,-6.4867793,106.8564911,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAHZbQmgkZj4-QXa11PYJakNQvOOxhATy0BC_8vw-6qdWOmTsPeZPR_i7er462fvJ70E5N3grWUMs7Nqh696PKAZyytbSsfcyGEh2BoV3-QIR7tDhTsTDSDgVx6S8huFLVYN6o=w1200-h800
Sapadia outbound,Rekreasi,Wisata Rekreasi,Bojonggede,Kabupaten Bogor,4.4,343,60000,https://www.google.com/maps/place/Sapadia+outbound/data=!4m7!3m6!1s0x2e69e944e82850d1:0xbbcde6b2d1467cb6!8m2!3d-6.4383315!4d106.733833!16s%2Fg%2F11nnpjttbw!19sChIJ0VAo6ETpaS4RtnxG0bLmzbs?authuser=0&hl=id&rclk=1,-6.4383315,106.733833,
Mewarnai Lukisan Danau Bilabong (Bang Randu),Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,93,15000,https://www.google.com/maps/place/Mewarnai+Lukisan+Danau+Bilabong+%28Bang+Randu%29/data=!4m7!3m6!1s0x2e69c3070cbed0fd:0x3e1cdec3b3d3b249!8m2!3d-6.5091681!4d106.7782437!16s%2Fg%2F11mw5g51w7!19sChIJ_dC-DAfDaS4RSbLTs8PeHD4?authuser=0&hl=id&rclk=1,-6.5091681,106.7782437,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTMIvDSJ1-Kpp5xrgspph-ESleIKu1T1Y5J9v_3_wMkkwG3glbHmonO8Nrqjmoac0dRg7fO1kFynkE12HBOCyM9hRgXb19ismT22GW_eneh-1aG_fwxZzOrsZzNR60mdZbe1E=w1200-h800
Wisata Jembatan Gantung Rawayan Bogor,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.6,173,0,https://www.google.com/maps/place/Wisata+Jembatan+Gantung+Rawayan+Bogor/data=!4m7!3m6!1s0x2e69dde4946d22a3:0xbaa4717fc76b3b3f!8m2!3d-6.5280797!4d106.6934433!16s%2Fg%2F11rpd9t4hw!19sChIJoyJtlOTdaS4RPztrx39xpLo?authuser=0&hl=id&rclk=1,-6.5280797,106.6934433,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfj8hsr5L6tbY03KQSMb2YeBGVhGT2zpy8PX5g-tKtmgyx610HLvepmmuzDYHELJtoJP9kgeLCHVLBF0puKCJf-t1Dl06HO1sTJV2VD6MPXB697704uCf-SmrvPrPsZ8r1bVr0=w1200-h800
Bojong Karnival,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.2,142,5000,https://www.google.com/maps/place/Bojong+Karnival/data=!4m7!3m6!1s0x2e69c34d1515d5eb:0x1033830781db4c94!8m2!3d-6.4991245!4d106.787731!16s%2Fg%2F11v3_s41jg!19sChIJ69UVFU3DaS4RlEzbgQeDMxA?authuser=0&hl=id&rclk=1,-6.4991245,106.787731,https://lh3.googleusercontent.com/p/AF1QipNBQ9L2dsEmYUkkvNVBx-jFvxFudvrkuSR1P2NA=w1200-h800
Lapangan Siaga,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.3,2243,0,https://www.google.com/maps/place/Lapangan+Siaga/data=!4m7!3m6!1s0x2e69c23e4d927455:0x123c8b110ae647f1!8m2!3d-6.4863389!4d106.7974593!16s%2Fg%2F11c6dcyzbb!19sChIJVXSSTT7CaS4R8UfmChGLPBI?authuser=0&hl=id&rclk=1,-6.4863389,106.7974593,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwskjFG7azbGU5ks77A4JFy4bbFfZUhM3E-x2VXGXqWf8lbz1T4lCgB2YJ9RzPz9c2LfrBpm1c--8dGXsZobnmxhWNQ6pxa1d7B3QM78-kpeq3S-wx4g1-bIbDDC9Ni5OAekKbb=w1200-h800
Taman Cibinong Situ Plaza,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,2635,0,https://www.google.com/maps/place/Taman+Cibinong+Situ+Plaza/data=!4m7!3m6!1s0x2e69c1f522c6c079:0x7555ebbb303d8691!8m2!3d-6.4808326!4d106.8254861!16s%2Fg%2F11dxblb_9v!19sChIJecDGIvXBaS4RkYY9MLvrVXU?authuser=0&hl=id&rclk=1,-6.4808326,106.8254861,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxGgEzaUYRkivBI6tbytRF1pOWr_N-pW_ePXwG9x4vs_c-IkVDvR8uALYb-rAlrM2f0q2uOPnhnih4tuLJSJlJIvJIZXdJwVWzdhU3J_ueWOHrEIQ48hj-nC5xcNUhre6ReZ8Y=w1200-h800
KEBUN BILABONG,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.4,939,0,https://www.google.com/maps/place/KEBUN+BILABONG/data=!4m7!3m6!1s0x2e69c3beb9e24c2d:0xdfccd9ca940f5649!8m2!3d-6.5063597!4d106.7708044!16s%2Fg%2F1pzxst6wh!19sChIJLUziub7DaS4RSVYPlMrZzN8?authuser=0&hl=id&rclk=1,-6.5063597,106.7708044,
Pemancingan Telaga Elok,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.4,140,100000,https://www.google.com/maps/place/Pemancingan+Telaga+Elok/data=!4m7!3m6!1s0x2e69c24c583cb38d:0x241a187382ff2a6f!8m2!3d-6.5033403!4d106.7860704!16s%2Fg%2F11cnd74s9c!19sChIJjbM8WEzCaS4Rbyr_gnMYGiQ?authuser=0&hl=id&rclk=1,-6.5033403,106.7860704,https://lh3.googleusercontent.com/p/AF1QipMjRm8LYsveTKemx41Oxpd8NJynJmrRismowvaj=w1200-h800
Setu Sela Pasir Jambu,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.5,51,5000,https://www.google.com/maps/place/Setu+Sela+Pasir+Jambu/data=!4m7!3m6!1s0x2e69c3c13f4ef217:0x38c08dcab204bf1!8m2!3d-6.5298155!4d106.8155891!16s%2Fg%2F11t8040xm1!19sChIJF_JOP8HDaS4R8Usgq9wIjAM?authuser=0&hl=id&rclk=1,-6.5298155,106.8155891,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5LNZR_4O--S7ef7MGq5eZbeZkNSR7aZaRcehYb-_wAfLQ8s8txYQiG1ubjYLViEFn--55c_1NveKpz9_SGRIFYLF0QgPUAGW3FUaqtxjWwYLuepPXD4zKuTl5enMH77n8b-td=w1200-h800
Taman Cinta,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.3,101,0,https://www.google.com/maps/place/Taman+Cinta/data=!4m7!3m6!1s0x2e69c3f7a98be071:0x983000a609428706!8m2!3d-6.5044215!4d106.7827049!16s%2Fg%2F11h8blv190!19sChIJceCLqffDaS4RBodCCaYAMJg?authuser=0&hl=id&rclk=1,-6.5044215,106.7827049,
Marcopolo Water Adventure Bogor,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.5,7110,60000,https://www.google.com/maps/place/Marcopolo+Water+Adventure+Bogor/data=!4m7!3m6!1s0x2e69c384e7c466b3:0x1d98d777db19c08f!8m2!3d-6.5475252!4d106.7826826!16s%2Fg%2F11b86vqg83!19sChIJs2bE54TDaS4Rj8AZ23fXmB0?authuser=0&hl=id&rclk=1,-6.5475252,106.7826826,https://lh3.googleusercontent.com/p/AF1QipNvxYjyv41oRW1OmJYsRRH3ezZIirB1YZMf2llp=w1200-h800
Taman Wisata Setu Tanah Baru,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.4,86,10000,https://www.google.com/maps/place/Taman+Wisata+Setu+Tanah+Baru/data=!4m7!3m6!1s0x2e69c3c07a638e7f:0xd7f22c656ebc3166!8m2!3d-6.51192!4d106.784219!16s%2Fg%2F11q2527pdp!19sChIJf45jesDDaS4RZjG8bmUs8tc?authuser=0&hl=id&rclk=1,-6.51192,106.784219,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQ1EmQonIVks3vE1UzIZTZlOqalr-tbC5cLcNHsuGRWYWVmdwv6dYs6IIcjdGFSLllWzx2wHY-x4_IXPb-Y87vTo36Ptz4ZmE3ikCFVsDiM438zXNWTcPVXCfjnGZRIj_0Cu7Z=w1200-h800
Rumah Ibu Waterboom,Rekreasi,Wisata Rekreasi,Bojonggede,Kabupaten Bogor,4.4,912,40000,https://www.google.com/maps/place/Rumah+Ibu+Waterboom/data=!4m7!3m6!1s0x2e69c21f6d9b3229:0x1024a83798fe6130!8m2!3d-6.4827787!4d106.8141259!16s%2Fg%2F11g7245d7h!19sChIJKTKbbR_CaS4RMGH-mDeoJBA?authuser=0&hl=id&rclk=1,-6.4827787,106.8141259,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0uWi8SVbp78MUFlaTZtH0ogEBUnWxHUNlnsZw8oB5Iu9Px5znV2UTY5IKBL81ITL7Wn2iC-twE-_120P3LaCMcEf60-o5iN2kQnx2DFx6QWtMZG6iouWJ8TGUS7VdCVDV6Yg=w1200-h800
Kampoeng Wisata Cinangneng,Budaya,Wisata Budaya & Edukasi,Bojonggede,Kabupaten Bogor,4.4,2141,165000,https://www.google.com/maps/place/Kampoeng+Wisata+Cinangneng/data=!4m7!3m6!1s0x2e69db4626284d49:0x4490d49b0f325087!8m2!3d-6.5659313!4d106.7114553!16s%2Fg%2F11h0t6fcv!19sChIJSU0oJkbbaS4Rh1AyD5vUkEQ?authuser=0&hl=id&rclk=1,-6.5659313,106.7114553,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtInoOGBAoE6Ggs5_D96B2_hNnIso1hkenZC7iy37hJajLyiUjC2AE2fQM17MkQ522u5bEQdKxIfD4pCssLM5b3WONARdELg0TGiiaOhzkKLbO1z4oSw_IQUV3Fy9B3ksiJVRavA=w1200-h800
Funpark,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.6,62,27500,https://www.google.com/maps/place/Funpark/data=!4m7!3m6!1s0x2e69c40800b699a5:0x735bb1e9c9c6d7cc!8m2!3d-6.5400327!4d106.8127947!16s%2Fg%2F1hm4mk_02!19sChIJpZm2AAjEaS4RzNfGyemxW3M?authuser=0&hl=id&rclk=1,-6.5400327,106.8127947,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwT-PlUVz3PpgSSUkjdIbDv1Pht6JgoJnmVs6bGIRND17yeHJbATqjpP_Fy757v-32zuO21cKG0T-XcsC23FeAOXCwr0vqXYwSgNU6xXowP268e_MZCiugx5_I-V2Kmz7dq1T8=w1200-h800
Wisata Pesona Alam Pulekan,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,171,5000,https://www.google.com/maps/place/Wisata+Pesona+Alam+Pulekan/data=!4m7!3m6!1s0x2e69952f7cb6ec93:0x1aeb912e8e6f0f91!8m2!3d-6.4564433!4d106.9156006!16s%2Fg%2F11qnybv_pm!19sChIJk-y2fC-VaS4RkQ9vji6R6xo?authuser=0&hl=id&rclk=1,-6.4564433,106.9156006,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2pQIOakrlpSH_wqkpBQgO4kX24ik8cbOTHShLLs96ikR3GmbgE0I8kaZl2IblPMOEEbqPMFFeAgUWDGbDFZNTEj_R4ZqBrcSBzEP6UcZsi8qQyKRWaqR6D0BuitYkR6vTAzty=w1200-h800
Taman Bojong Gede (Tajong),Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.7,51,0,https://www.google.com/maps/place/Taman+Bojong+Gede+%28Tajong%29/data=!4m7!3m6!1s0x2e69c303887532eb:0xb207cda5a645b4!8m2!3d-6.4797232!4d106.8029163!16s%2Fg%2F11t7sl4mnc!19sChIJ6zJ1iAPDaS4RtEWmpc0HsgA?authuser=0&hl=id&rclk=1,-6.4797232,106.8029163,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwM9L-LMeVXr8v-FHMa9MMuTFzm_mx5wPkjtMzKxsYyfLm50v_p-CNQjUtBDa1WtBKXsdNGvz4xe2HBtUbMF8VhUVcgS5XAqDbkaK6sD3orJ67_qpSfHbMO_ffuR59gR1ArRhwY=w1200-h800
Pondok Zidane,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.3,3732,135000,https://www.google.com/maps/place/Pondok+Zidane/data=!4m7!3m6!1s0x2e69e9adfdd43bad:0x45431d80c58ff462!8m2!3d-6.4334188!4d106.7761686!16s%2Fg%2F11b6tc_bz8!19sChIJrTvU_a3paS4RYvSPxYAdQ0U?authuser=0&hl=id&rclk=1,-6.4334188,106.7761686,
Pasar Tradisional Bojong Gede,Budaya,Wisata Budaya & Edukasi,Bojonggede,Kabupaten Bogor,4.1,1607,0,https://www.google.com/maps/place/Pasar+Tradisional+Bojong+Gede/data=!4m7!3m6!1s0x2e69c238ad2009b7:0x609a4b267e53af23!8m2!3d-6.4895336!4d106.7944942!16s%2Fg%2F11g6903cy6!19sChIJtwkgrTjCaS4RI69TfiZLmmA?authuser=0&hl=id&rclk=1,-6.4895336,106.7944942,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5ywVPQQgJ6qmJI4OGYvZbTjqoEFDTtMzlwXybtOBEUgkMpt-OVfB7r3RBAU8iOhSjxS2nflYQEskzSivPFzYtv_rfLlsBaU8S8cHfPQ3M82iJGtW9ZgLdydhU8MnkmnumoFcUWdUb2y5A=w1200-h800
Gor Aulia Bojong Gede,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.3,186,,https://www.google.com/maps/place/Gor+Aulia+Bojong+Gede/data=!4m7!3m6!1s0x2e69c2402e355249:0x5fa14d4283fec986!8m2!3d-6.4841016!4d106.7918083!16s%2Fg%2F11c1xfg7xr!19sChIJSVI1LkDCaS4Rhsn-g0JNoV8?authuser=0&hl=id&rclk=1,-6.4841016,106.7918083,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAPulD6siGOLMSr5npaR4U3WNkUwYSEsOei1mrpQITWWDTymsD0cp6SPq7xvHS61o9TfX9XfVhfSeMMzPn3bVO4d5StWloP49LAk8PqOUwaP22e9mT6TJ2FKlhj0udohdZ0SI=w1200-h800
Situ kandang sapi,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,71,0,https://www.google.com/maps/place/Situ+kandang+sapi/data=!4m7!3m6!1s0x2e69c3b185a520c9:0xd0c8872ff5d428a0!8m2!3d-6.510975!4d106.784782!16s%2Fg%2F11g6bvbdd7!19sChIJySClhbHDaS4RoCjU9S-HyNA?authuser=0&hl=id&rclk=1,-6.510975,106.784782,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5PixZojyoSIxYjgShBbTE4F9mgd2KF0An6wVlOxG_IpXxTw2aWn9-cqKib87PRd-jb2gfkp09XlZgii7C-1MhX2uo1B_rUPTDQ6wjov256xY3ElFR-PA1dt-AU99JE6Ul7GrQ=w1200-h800
